"passerelle_id","location_id","address_id","device_id","event_time","updated_by","context","tstat_daily_consumption","tstat_heat_demand","tstat_active_alerts","tstat_ambient_humidity","tstat_ambient_setpoint","tstat_ambient_temperature","tstat_floor_mode","tstat_floor_setpoint","tstat_floor_temperature","tstat_grap_outage_duration","tstat_grap_outage_start","tstat_model_number","tstat_name","tstat_uid","tstat_instant_power","tstat_version","tstat_zigbee_version","tstat_gd_state","tstat_grap_state","tstat_grap_undersized","tstat_lock_state"
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:12:12Z","HUB","unknown","13534","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:12:33Z","HUB","unknown","","1","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:12:52Z","HUB","unknown","3147","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:13:13Z","HUB","unknown","13543","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T00:14:03Z","HUB","unknown","","","","","","19","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:14:06Z","HUB","unknown","6423","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:14:13Z","HUB","unknown","13553","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:14:33Z","HUB","unknown","","0","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:15:14Z","HUB","unknown","13572","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:15:21Z","HUB","unknown","","23","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:15:22Z","HUB","unknown","3156","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338412","2022-01-03T00:15:29Z","HUB","unknown","","","","","","20.5","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:16:14Z","HUB","unknown","13581","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:16:36Z","HUB","unknown","6445","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:17:15Z","HUB","unknown","13590","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T00:18:01Z","HUB","unknown","","","","","","22","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:18:06Z","HUB","unknown","3166","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:18:16Z","HUB","unknown","13609","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338412","2022-01-03T00:18:31Z","HUB","unknown","","","","","","21","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:19:06Z","HUB","unknown","","24","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:19:16Z","HUB","unknown","13618","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:19:21Z","HUB","unknown","6466","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:20:17Z","HUB","unknown","13628","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:20:36Z","HUB","unknown","3175","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:21:18Z","HUB","unknown","13646","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:21:55Z","HUB","unknown","","","","","","18","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:22:06Z","HUB","unknown","6488","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:22:18Z","HUB","unknown","13656","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:23:06Z","HUB","unknown","3184","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:23:18Z","HUB","unknown","13674","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:24:19Z","HUB","unknown","13684","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:24:36Z","HUB","unknown","","23","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:24:51Z","HUB","unknown","6509","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:25:20Z","HUB","unknown","13703","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:25:36Z","HUB","unknown","3193","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:26:21Z","HUB","unknown","13712","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:27:21Z","HUB","unknown","13721","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:27:36Z","HUB","unknown","6530","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:27:59Z","HUB","unknown","","","","","","17.5","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:28:03Z","HUB","unknown","","83","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:28:06Z","HUB","unknown","3202","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:28:21Z","HUB","unknown","13740","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:29:22Z","HUB","unknown","13749","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:30:06Z","HUB","unknown","6552","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:30:23Z","HUB","unknown","13768","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:30:36Z","HUB","unknown","3212","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:31:23Z","HUB","unknown","13777","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:32:24Z","HUB","unknown","13787","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:32:36Z","HUB","unknown","6573","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:33:06Z","HUB","unknown","","25","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:33:06Z","HUB","unknown","3221","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:33:24Z","HUB","unknown","13806","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:34:25Z","HUB","unknown","13815","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:35:21Z","HUB","unknown","3230","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:35:21Z","HUB","unknown","6595","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:35:26Z","HUB","unknown","13824","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:36:06Z","HUB","unknown","","24","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:36:26Z","HUB","unknown","13843","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:37:27Z","HUB","unknown","13852","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:37:51Z","HUB","unknown","3239","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:37:51Z","HUB","unknown","6616","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:38:28Z","HUB","unknown","13871","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:39:28Z","HUB","unknown","13880","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T00:40:19Z","HUB","unknown","","","","","","18.5","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:40:21Z","HUB","unknown","3248","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:40:21Z","HUB","unknown","6637","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:40:28Z","HUB","unknown","13890","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:41:29Z","HUB","unknown","13908","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:42:30Z","HUB","unknown","13918","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:42:36Z","HUB","unknown","3258","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:42:51Z","HUB","unknown","6659","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:43:30Z","HUB","unknown","13937","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T00:44:19Z","HUB","unknown","","","","","","21.5","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:44:31Z","HUB","unknown","13946","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:44:50Z","HUB","unknown","","24","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:45:05Z","HUB","unknown","3267","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:45:21Z","HUB","unknown","6680","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:45:31Z","HUB","unknown","13965","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:45:35Z","HUB","unknown","","25","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:46:32Z","HUB","unknown","13974","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:47:21Z","HUB","unknown","3276","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:47:33Z","HUB","unknown","13983","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:47:36Z","HUB","unknown","","25","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:47:51Z","HUB","unknown","6702","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:48:33Z","HUB","unknown","14002","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:49:34Z","HUB","unknown","14011","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:49:50Z","HUB","unknown","3285","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:50:06Z","HUB","unknown","6723","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:50:35Z","HUB","unknown","14030","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:51:35Z","HUB","unknown","14040","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:52:20Z","HUB","unknown","3294","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:52:36Z","HUB","unknown","6745","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:52:36Z","HUB","unknown","14049","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:52:48Z","HUB","unknown","","1","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:53:36Z","HUB","unknown","14068","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:54:37Z","HUB","unknown","3304","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:54:37Z","HUB","unknown","14077","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:54:48Z","HUB","unknown","","2","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:55:06Z","HUB","unknown","6766","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:55:33Z","HUB","unknown","","3","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:55:38Z","HUB","unknown","14086","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:55:48Z","HUB","unknown","3330","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:56:05Z","HUB","unknown","","24","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:56:38Z","HUB","unknown","14105","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:57:03Z","HUB","unknown","","4","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:57:05Z","HUB","unknown","3313","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:57:21Z","HUB","unknown","6787","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:57:38Z","HUB","unknown","14114","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:58:18Z","HUB","unknown","","5","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:58:39Z","HUB","unknown","14133","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T00:59:34Z","HUB","unknown","","6","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T00:59:35Z","HUB","unknown","3322","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T00:59:40Z","HUB","unknown","14142","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T00:59:51Z","HUB","unknown","6809","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:00:40Z","HUB","unknown","14152","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:01:33Z","HUB","unknown","","7","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:01:41Z","HUB","unknown","14171","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:01:51Z","HUB","unknown","","26","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T01:02:07Z","HUB","unknown","3331","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:02:07Z","HUB","unknown","6830","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:02:42Z","HUB","unknown","14180","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:03:42Z","HUB","unknown","14199","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:04:33Z","HUB","unknown","","8","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:04:37Z","HUB","unknown","6852","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T01:04:37Z","HUB","unknown","3340","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:04:43Z","HUB","unknown","14208","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:05:33Z","HUB","unknown","","9","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:05:43Z","HUB","unknown","14227","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:05:48Z","HUB","unknown","3341","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:06:18Z","HUB","unknown","","10","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:06:44Z","HUB","unknown","14236","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:06:51Z","HUB","unknown","6873","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:07:03Z","HUB","unknown","","11","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T01:07:04Z","HUB","unknown","3350","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:07:45Z","HUB","unknown","14245","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:07:48Z","HUB","unknown","","12","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:08:45Z","HUB","unknown","14264","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:08:47Z","HUB","unknown","","13","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:09:06Z","HUB","unknown","6894","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:09:23Z","HUB","unknown","","","","","","17","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T01:09:35Z","HUB","unknown","3359","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:09:45Z","HUB","unknown","14274","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:09:47Z","HUB","unknown","","14","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:09:51Z","HUB","unknown","","27","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:10:46Z","HUB","unknown","14292","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:10:48Z","HUB","unknown","3352","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:11:17Z","HUB","unknown","","15","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:11:22Z","HUB","unknown","6916","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:11:47Z","HUB","unknown","14302","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T01:12:04Z","HUB","unknown","3368","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:12:48Z","HUB","unknown","14311","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:13:03Z","HUB","unknown","","16","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T01:13:37Z","HUB","unknown","6937","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T01:13:38Z","HUB","unknown","","","","","","21","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:13:48Z","HUB","unknown","","17","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T01:13:48Z","HUB","unknown","14330","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:14:03Z","HUB","unknown","","18","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:14:33Z","HUB","unknown","","19","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T01:14:34Z","HUB","unknown","3363","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T01:14:34Z","HUB","unknown","3377","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T01:14:39Z","HUB","unknown","","","","","","18","","","","","","","","","","","","","","",""
